Plot,Date,Species,Tag,StemTag,DBH.cm,Code,Notes,StemID,NaturalArea,ForestType,Genus,Sp,Family,DBH Class
BA-OH-1,20-Jul,ACESAC,2891,1,8.4,"L, A","POM at 1.24m, knot/swelling",2891_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,5.1 to 10
BA-OH-1,20-Jul,ACESAC,2892,1,8.6,"L, A","POM at 1.28m, knot",2892_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,5.1 to 10
BA-OH-1,20-Jul,ACESAC,2893,1,16.9,W,soft tape,2893_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,10 to 20
BA-OH-1,20-Jul,ACESAC,2894,1,1.6,"L, A","POM at 1.28m, knot/swelling",2894_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,0 to 5
BA-OH-1,20-Jul,ACESAC,2895,1,56.5,"L, I","splits, peeling bark, irregular shape",2895_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,>50
BA-OH-1,20-Jul,ACESAC,2896,1,2.6,N/A,,2896_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,0 to 5
BA-OH-1,20-Jul,ACESAC,2898,1,63.5,N/A,,2898_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,>50
BA-OH-1,20-Jul,ACESAC,2899,1,7,"L,A","POM at 1.19m, knots",2899_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,5.1 to 10
BA-OH-1,20-Jul,ACESAC,2902,1,50.5,N/A,,2902_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,>50
BA-OH-1,20-Jul,ACESAC,2903,1,18,N/A,,2903_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,10 to 20
BA-OH-1,20-Jul,ACESAC,2904,1,3.4,W,,2904_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,0 to 5
BA-OH-1,20-Jul,ACESAC,2905,1,6.4,W,,2905_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,5.1 to 10
BA-OH-1,20-Jul,ACESAC,2907,1,6.4,A,"POM at 1.24m, knots",2907_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,5.1 to 10
BA-OH-1,20-Jul,ACESAC,2909,1,9.2,N/A,,2909_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,5.1 to 10
BA-OH-1,20-Jul,ACESAC,2910,1,18.4,"W,I","slightly wavy, swelling, POM stick used",2910_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,10 to 20
BA-OH-1,20-Jul,ACESAC,2911,1,4.4,A,"POM at 1.28m, knot",2911_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,0 to 5
BA-OH-1,20-Jul,ACESAC,2912,1,2.4,L,slight lean,2912_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,0 to 5
BA-OH-1,20-Jul,ACESAC,2913,1,6.3,"L,A","POM at 1.24m, knots",2913_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,5.1 to 10
BA-OH-1,20-Jul,ACESAC,2914,1,4.8,"L,A","POM at 1.28m, knot",2914_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,0 to 5
BA-OH-1,20-Jul,ACESAC,2915,1,7,L,slight lean,2915_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,5.1 to 10
BA-OH-1,20-Jul,ACESAC,2916,1,2.7,A,"POM at 1.27m, knot",2916_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,0 to 5
BA-OH-1,20-Jul,ACESAC,2917,1,3.2,N/A,1 cm dead branch below POM,2917_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,0 to 5
BA-OH-1,20-Jul,ACESAC,2918,1,16.5,A,,2918_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,10 to 20
BA-OH-1,20-Jul,ACESAC,2919,1,14.1,N/A,,2919_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,10 to 20
BA-OH-1,20-Jul,ACESAC,2920,1,3.8,W,POM stick used,2920_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,0 to 5
BA-OH-1,20-Jul,ACESAC,2921,1,6.8,A,"POM at 1.22m, knots",2921_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,5.1 to 10
BA-OH-1,20-Jul,ACESAC,2922,1,2.5,A,"POM at 1.25m, branching above POM/bark texture",2922_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,0 to 5
BA-OH-1,20-Jul,ACESAC,2923,1,7.9,L,,2923_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,5.1 to 10
BA-OH-1,20-Jul,ACESAC,2924,1,5.8,L,,2924_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,5.1 to 10
BA-OH-1,20-Jul,ACESAC,2927,1,6.8,"M,L",,2927_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,5.1 to 10
BA-OH-1,20-Jul,ACESAC,2927,2,5.7,"M,L,I",knots along trunk,2927_2,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,5.1 to 10
BA-OH-1,20-Jul,ACESAC,2929,1,4.2,N/A,,2929_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,0 to 5
BA-OH-1,20-Jul,ACESAC,2932,1,3.1,"L,A","slight lean, POM at 1.28m, knot",2932_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,0 to 5
BA-OH-1,20-Jul,ACESAC,2934,1,2,"W,X,A","POM at 1.26m, knots/swelling",2934_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,0 to 5
BA-OH-1,20-Jul,ACESAC,2935,1,9.2,A,"POM at 1.28m, knot",2935_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,5.1 to 10
BA-OH-1,20-Jul,ACESAC,2936,1,19.9,L,,2936_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,10 to 20
BA-OH-1,20-Jul,ACESAC,2937,1,6.7,N/A,looking sad,2937_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,5.1 to 10
BA-OH-1,20-Jul,ACESAC,2938,1,15.1,W,"slightly wavy, POM stick used",2938_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,10 to 20
BA-OH-1,20-Jul,ACESAC,2939,1,7.8,"A,L","POM at 1.26m, slight lean",2939_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,5.1 to 10
BA-OH-1,20-Jul,ACESAC,2940,1,4.6,"W,A","POM stick used, POM at 1.28m",2940_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,0 to 5
BA-OH-1,20-Jul,ACESAC,2941,1,20.5,A,POM at 1.23m,2941_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,20 to 40
BA-OH-1,20-Jul,ACESAC,2942,1,18.1,L,,2942_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,10 to 20
BA-OH-1,20-Jul,ACESAC,2944,1,29.5,P,"tip up, runs across about 3 rows",2944_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,20 to 40
BA-OH-1,20-Jul,ACESAC,2945,1,3.5,L,,2945_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,0 to 5
BA-OH-1,20-Jul,ACESAC,2946,1,1.5,W,stick used,2946_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,0 to 5
BA-OH-1,20-Jul,ACESAC,2947,1,3.7,L,,2947_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,0 to 5
BA-OH-1,20-Jul,ACESAC,2948,1,9,"W, A","soft tape, POM at 1.15m",2948_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,5.1 to 10
BA-OH-1,20-Jul,ACESAC,2950,1,13.7,N/A,,2950_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,10 to 20
BA-OH-1,20-Jul,ACESAC,2951,1,4.6,L,,2951_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,0 to 5
BA-OH-1,20-Jul,ACESAC,2952,1,49.7,I,bark weird,2952_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,40 to 50
BA-OH-1,20-Jul,ACESAC,2953,1,10.8,L,,2953_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,10 to 20
BA-OH-1,20-Jul,ACESAC,2954,1,14.7,N/A,,2954_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,10 to 20
BA-OH-1,20-Jul,ACESAC,2955,1,5.5,L,very sad,2955_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,5.1 to 10
BA-OH-1,20-Jul,ACESAC,2956,1,10,"A,L",POM at 1.27m,2956_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,5.1 to 10
BA-OH-1,20-Jul,ACESAC,2957,1,8,"L, A",POM at 1.28m,2957_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,5.1 to 10
BA-OH-1,20-Jul,ACESAC,2959,1,4.4,"L, A",POM at 1.23m,2959_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,0 to 5
BA-OH-1,20-Jul,ACESAC,2960,1,6.6,N/A,thin canopy,2960_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,5.1 to 10
BA-OH-1,20-Jul,ACESAC,2961,1,5.3,L,,2961_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,5.1 to 10
BA-OH-1,20-Jul,ACESAC,2963,1,3.3,W,stick used,2963_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,0 to 5
BA-OH-1,20-Jul,ACESAC,2964,1,8.1,"L, A",POM at 1.27m,2964_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,5.1 to 10
BA-OH-1,20-Jul,ACESAC,2966,1,5.7,L,,2966_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,5.1 to 10
BA-OH-1,20-Jul,ACESAC,2967,1,2.6,L,,2967_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,0 to 5
BA-OH-1,20-Jul,ACESAC,2968,1,9,I,knobby trunk,2968_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,5.1 to 10
BA-OH-1,20-Jul,ACESAC,2969,1,2.4,W,stick used,2969_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,0 to 5
BA-OH-1,20-Jul,ACESAC,2972,1,6.4,W,POM stick used,2972_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,5.1 to 10
BA-OH-1,20-Jul,ACESAC,2973,1,2.4,A,"POM at 1.26m, knot",2973_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,0 to 5
BA-OH-1,20-Jul,ACESAC,2975,1,3.3,"W,A","POM at 1.2m, knots",2975_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,0 to 5
BA-OH-1,20-Jul,ACESAC,2977,1,6.8,W,POM stick used,2977_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,5.1 to 10
BA-OH-1,20-Jul,ACESAC,2978,1,2.2,L,,2978_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,0 to 5
BA-OH-1,20-Jul,ACESAC,2979,1,3.6,L,,2979_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,0 to 5
BA-OH-1,20-Jul,ACESAC,2981,1,2.9,L,deer damage,2981_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,0 to 5
BA-OH-1,20-Jul,ACESAC,2983,1,6.7,L,,2983_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,5.1 to 10
BA-OH-1,20-Jul,ACESAC,2984,1,1.4,L,dead branch below POM,2984_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,0 to 5
SG-HH-2,8-Jul,AESGLA,2211,1,35.7,M,,2211_1,Stebbins_Gulch,Hemlock_Hardwood,Aesculus,glabra,Sapindaceae,20 to 40
SG-HH-2,8-Jul,AESGLA,2211,2,14.7,M,,2211_2,Stebbins_Gulch,Hemlock_Hardwood,Aesculus,glabra,Sapindaceae,10 to 20
CW-OH,1-Jun,AMEARB,310,1,2.4,"M,L","facing south, measured right to left",310_1,Corning_Woods,Oak_Hickory,Amelanchier,arborea,Rosaceae,0 to 5
CW-OH,1-Jun,AMEARB,310,2,1,"M,L","facing south, measured right to left",310_2,Corning_Woods,Oak_Hickory,Amelanchier,arborea,Rosaceae,0 to 5
CW-OH,1-Jun,AMEARB,310,3,1.7,"M,W","facing south, measured right to left",310_3,Corning_Woods,Oak_Hickory,Amelanchier,arborea,Rosaceae,0 to 5
CW-OH,1-Jun,AMEARB,310,4,1.5,"M,W","facing south, measured right to left",310_4,Corning_Woods,Oak_Hickory,Amelanchier,arborea,Rosaceae,0 to 5
CW-OH,1-Jun,AMEARB,310,5,1.1,"M,W","soft measure used, facing south measured right to left",310_5,Corning_Woods,Oak_Hickory,Amelanchier,arborea,Rosaceae,0 to 5
CW-OH,1-Jun,AMEARB,317,1,9.2,L,,317_1,Corning_Woods,Oak_Hickory,Amelanchier,arborea,Rosaceae,5.1 to 10
BA-OH-2,15-Jul,AMEARB,2685,1,6.1,"M, W",soft tape,2685_1,Baldwin,Oak_Hickory,Amelanchier,arborea,Rosaceae,5.1 to 10
BA-OH-2,16-Jul,AMEARB,2685,2,2.8,"M, W",soft tape,2685_2,Baldwin,Oak_Hickory,Amelanchier,arborea,Rosaceae,0 to 5
BA-OH-2,15-Jul,AMEARB,2687,1,3.4,W,"dead lower branch, soft tape",2687_1,Baldwin,Oak_Hickory,Amelanchier,arborea,Rosaceae,0 to 5
BA-HH,13-Jul,BETALL,2386,1,27.3,L,,2386_1,Baldwin,Hemlock_Hardwood,Betula,alleghaniensis,Betulaceae,20 to 40
GAS-MM,16-Jun,CARCAR,945,1,1.3,L,,945_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Carpinus,caroliniana,Betulaceae,0 to 5
GAS-MM,16-Jun,CARCAR,954,1,2,"B,L",soft measure used,954_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Carpinus,caroliniana,Betulaceae,0 to 5
SC-BM-1,24-Jun,CARCAR,1190,1,8.9,L,,1190_1,Stebbins_Core,Beech_Maple,Carpinus,caroliniana,Betulaceae,5.1 to 10
SG-HH-2,8-Jul,CARCAR,2102,1,6,W,,2102_1,Stebbins_Gulch,Hemlock_Hardwood,Carpinus,caroliniana,Betulaceae,5.1 to 10
SG-HH-2,9-Jul,CARCAR,2299,1,1.2,"W,BB","soft tape. Possibly OSVI. seen both here, no lenticles to indicate OSVI",2299_1,Stebbins_Gulch,Hemlock_Hardwood,Carpinus,caroliniana,Betulaceae,0 to 5
SG-HH-2,9-Jul,CARCAR,2317,1,3,"W,L",soft tape used,2317_1,Stebbins_Gulch,Hemlock_Hardwood,Carpinus,caroliniana,Betulaceae,0 to 5
BA-HH,13-Jul,CARCAR,2405,1,4.2,L,,2405_1,Baldwin,Hemlock_Hardwood,Carpinus,caroliniana,Betulaceae,0 to 5
BA-HH,14-Jul,CARCAR,2411,1,7.4,L,hit by fallen beech,2411_1,Baldwin,Hemlock_Hardwood,Carpinus,caroliniana,Betulaceae,5.1 to 10
BA-HH,14-Jul,CARCAR,2418,1,6.6,"A,W","POM at 1.28m, knots",2418_1,Baldwin,Hemlock_Hardwood,Carpinus,caroliniana,Betulaceae,5.1 to 10
BA-HH,14-Jul,CARCAR,2419,1,8.2,"M, A",POM at 1.24,2419_1,Baldwin,Hemlock_Hardwood,Carpinus,caroliniana,Betulaceae,5.1 to 10
BA-HH,14-Jul,CARCAR,2419,2,3.9,M,,2419_2,Baldwin,Hemlock_Hardwood,Carpinus,caroliniana,Betulaceae,0 to 5
BA-HH,14-Jul,CARCAR,2419,3,1.6,M,,2419_3,Baldwin,Hemlock_Hardwood,Carpinus,caroliniana,Betulaceae,0 to 5
BA-HH,14-Jul,CARCAR,2421,1,6.3,W,soft tape,2421_1,Baldwin,Hemlock_Hardwood,Carpinus,caroliniana,Betulaceae,5.1 to 10
BA-HH,14-Jul,CARCAR,2427,1,5.9,W,soft tape,2427_1,Baldwin,Hemlock_Hardwood,Carpinus,caroliniana,Betulaceae,5.1 to 10
BA-HH,14-Jul,CARCAR,2428,1,5.9,L,,2428_1,Baldwin,Hemlock_Hardwood,Carpinus,caroliniana,Betulaceae,5.1 to 10
BA-HH,14-Jul,CARCAR,2432,1,6.2,N/A,,2432_1,Baldwin,Hemlock_Hardwood,Carpinus,caroliniana,Betulaceae,5.1 to 10
BA-HH,14-Jul,CARCAR,2434,1,8.1,"L,A","POM at 1.28m, knots",2434_1,Baldwin,Hemlock_Hardwood,Carpinus,caroliniana,Betulaceae,5.1 to 10
BA-HH,14-Jul,CARCAR,2438,1,4.9,L,,2438_4.9,Baldwin,Hemlock_Hardwood,Carpinus,caroliniana,Betulaceae,>50
BA-HH,14-Jul,CARCAR,2445,1,4.5,"W, L",soft tape,2445_1,Baldwin,Hemlock_Hardwood,Carpinus,caroliniana,Betulaceae,0 to 5
BA-HH,14-Jul,CARCAR,2510,1,7.7,"B,L",,2510_1,Baldwin,Hemlock_Hardwood,Carpinus,caroliniana,Betulaceae,5.1 to 10
BA-HH,14-Jul,CARCAR,2512,1,8.1,"A,L","POM at 1.27m, knot",2512_1,Baldwin,Hemlock_Hardwood,Carpinus,caroliniana,Betulaceae,5.1 to 10
BA-OH-2,15-Jul,CARCAR,2670,1,3.8,"W,A",POM at 1.28m,2670_1,Baldwin,Oak_Hickory,Carpinus,caroliniana,Betulaceae,0 to 5
WW-BM,4-Jun,CARCOR,605,1,55.1,N/A,,605_1,Working_Woods,Beech_Maple,Carya,cordiformis,Juglandaceae,>50
SC-BM-1,16-Jun,CARCOR,1021,1,51.6,N/A,,1021_1,Stebbins_Core,Beech_Maple,Carya,cordiformis,Juglandaceae,>50
SG-HH-2,8-Jul,CARCOR,2108,1,32,N/A,,2108_1,Stebbins_Gulch,Hemlock_Hardwood,Carya,cordiformis,Juglandaceae,20 to 40
SG-HH-2,8-Jul,CARCOR,2228,1,29.1,N/A,ground is sloped,2228_1,Stebbins_Gulch,Hemlock_Hardwood,Carya,cordiformis,Juglandaceae,20 to 40
SG-HH-2,9-Jul,CARCOR,2229,1,39.2,N/A,,2229_1,Stebbins_Gulch,Hemlock_Hardwood,Carya,cordiformis,Juglandaceae,20 to 40
SG-HH-2,9-Jul,CARCOR,2298,1,46.1,N/A,ground is sloped,2298_1,Stebbins_Gulch,Hemlock_Hardwood,Carya,cordiformis,Juglandaceae,40 to 50
BA-HH,13-Jul,CARCOR,2407,1,53.9,L,,2407_1,Baldwin,Hemlock_Hardwood,Carya,cordiformis,Juglandaceae,>50
BA-HH,13-Jul,CARCOR,2410,1,33.4,L,,2410_1,Baldwin,Hemlock_Hardwood,Carya,cordiformis,Juglandaceae,20 to 40
BA-HH,14-Jul,CARCOR,2514,1,4.1,W,,2514_1,Baldwin,Hemlock_Hardwood,Carya,cordiformis,Juglandaceae,0 to 5
BA-OH-2,15-Jul,CARCOR,2605,1,20.4,N/A,,2605_1,Baldwin,Oak_Hickory,Carya,cordiformis,Juglandaceae,20 to 40
BA-OH-1,20-Jul,CARCOR,2873,1,47.2,N/A,,2873_1,Baldwin,Oak_Hickory,Carya,cordiformis,Juglandaceae,40 to 50
BA-OH-2,14-Jul,CAROVA,2570,1,24.3,N/A,,2570_1,Baldwin,Oak_Hickory,Carya,ovata,Juglandaceae,20 to 40
BA-OH-2,14-Jul,CAROVA,2587,1,18.7,L,,2587_1,Baldwin,Oak_Hickory,Carya,ovata,Juglandaceae,10 to 20
BA-OH-2,14-Jul,CAROVA,2591,1,21.3,L,,2591_1,Baldwin,Oak_Hickory,Carya,ovata,Juglandaceae,20 to 40
BA-OH-2,14-Jul,CAROVA,2593,1,27.8,N/A,,2593_1,Baldwin,Oak_Hickory,Carya,ovata,Juglandaceae,20 to 40
BA-OH-2,14-Jul,CAROVA,2600,1,22.1,N/A,,2600_1,Baldwin,Oak_Hickory,Carya,ovata,Juglandaceae,20 to 40
BA-OH-2,15-Jul,CAROVA,2602,1,24.8,N/A,,2602_1,Baldwin,Oak_Hickory,Carya,ovata,Juglandaceae,20 to 40
BA-OH-2,15-Jul,CAROVA,2612,1,15.9,N/A,,2612_1,Baldwin,Oak_Hickory,Carya,ovata,Juglandaceae,10 to 20
BA-OH-2,15-Jul,CAROVA,2619,1,6.7,L/W,stick used,2619_1,Baldwin,Oak_Hickory,Carya,ovata,Juglandaceae,5.1 to 10
BA-OH-2,15-Jul,CAROVA,2625,1,15.1,L,,2625_1,Baldwin,Oak_Hickory,Carya,ovata,Juglandaceae,10 to 20
BA-OH-2,15-Jul,CAROVA,2649,1,14.6,L,,2649_1,Baldwin,Oak_Hickory,Carya,ovata,Juglandaceae,10 to 20
BA-OH-2,15-Jul,CAROVA,2668,1,65.2,B,large branch has fallen off,2668_1,Baldwin,Oak_Hickory,Carya,ovata,Juglandaceae,>50
BA-OH-2,15-Jul,CAROVA,2679,1,30.8,L,,2679_1,Baldwin,Oak_Hickory,Carya,ovata,Juglandaceae,20 to 40
BA-OH-2,15-Jul,CAROVA,2683,1,10.5,N/A,,2683_1,Baldwin,Oak_Hickory,Carya,ovata,Juglandaceae,10 to 20
BA-OH-2,15-Jul,CAROVA,2691,1,20,"L, A",POM at 1.28m,2691_1,Baldwin,Oak_Hickory,Carya,ovata,Juglandaceae,10 to 20
BA-OH-2,15-Jul,CAROVA,2692,1,48.9,A,POM at 1.28m,2692_1,Baldwin,Oak_Hickory,Carya,ovata,Juglandaceae,40 to 50
BA-OH-2,15-Jul,CAROVA,2698,1,61.4,N/A,,2698_1,Baldwin,Oak_Hickory,Carya,ovata,Juglandaceae,>50
CW-OH,1-Jun,CORFLO,325,1,8.5,N/A,flowering dog wood,325_1,Corning_Woods,Oak_Hickory,Cornus,florida,Cornaceae,5.1 to 10
GAS-MM,5-Jun,CRASPP,758,1,9.2,N/A,,758_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Crataegus,species,Rosaceae,5.1 to 10
GAS-MM,5-Jun,CRASPP,761,1,13.4,L,slight lean,761_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Crataegus,species,Rosaceae,10 to 20
SG-HH-2,8-Jul,CRASPP,2209,1,1.8,"M, W",soft tape,2209_1,Stebbins_Gulch,Hemlock_Hardwood,Crataegus,species,Rosaceae,0 to 5
SG-HH-2,8-Jul,CRASPP,2209,2,1.2,"M, W",soft tape,2209_2,Stebbins_Gulch,Hemlock_Hardwood,Crataegus,species,Rosaceae,0 to 5
BA-OH-2,15-Jul,CRASPP,2611,1,2.2,"W, A","POM at 1.26, soft tape",2611_1,Baldwin,Oak_Hickory,Crataegus,species,Rosaceae,0 to 5
CW-MM,22-May,FAGGRA,123,1,3.7,N/A,,123_1,Corning_Woods,Mixed_Mesophytic,Fagus,grandifolia,Fagaceae,0 to 5
CW-MM,22-May,FAGGRA,124,1,8.1,N/A,,124_1,Corning_Woods,Mixed_Mesophytic,Fagus,grandifolia,Fagaceae,5.1 to 10
CW-MM,22-May,FAGGRA,126,1,3.4,N/A,,126_1,Corning_Woods,Mixed_Mesophytic,Fagus,grandifolia,Fagaceae,0 to 5
CW-OH,1-Jun,FAGGRA,295,1,21.9,L,,295_1,Corning_Woods,Oak_Hickory,Fagus,grandifolia,Fagaceae,20 to 40
CW-OH,1-Jun,FAGGRA,296,1,26,N/A,,296_1,Corning_Woods,Oak_Hickory,Fagus,grandifolia,Fagaceae,20 to 40
CW-OH,1-Jun,FAGGRA,298,1,9.3,W,poor condition,298_1,Corning_Woods,Oak_Hickory,Fagus,grandifolia,Fagaceae,5.1 to 10
CW-OH,1-Jun,FAGGRA,330,1,5.3,N/A,,330_1,Corning_Woods,Oak_Hickory,Fagus,grandifolia,Fagaceae,5.1 to 10
CW-OH,1-Jun,FAGGRA,336,1,2.8,W,soft measure used,336_1,Corning_Woods,Oak_Hickory,Fagus,grandifolia,Fagaceae,0 to 5
CW-OH,1-Jun,FAGGRA,339,1,5,L,,339_1,Corning_Woods,Oak_Hickory,Fagus,grandifolia,Fagaceae,0 to 5
CW-OH,1-Jun,FAGGRA,387,1,74.2,"M,L","A is main stem, clockwise in dripline",387_1,Corning_Woods,Oak_Hickory,Fagus,grandifolia,Fagaceae,>50
CW-OH,1-Jun,FAGGRA,387,2,3,"M,L,A",POM at 1.28m,387_2,Corning_Woods,Oak_Hickory,Fagus,grandifolia,Fagaceae,0 to 5
CW-OH,1-Jun,FAGGRA,387,3,3.1,"M,L,A",POM at 1.28m,387_3,Corning_Woods,Oak_Hickory,Fagus,grandifolia,Fagaceae,0 to 5
CW-OH,1-Jun,FAGGRA,387,4,2.3,"M,L",,387_4,Corning_Woods,Oak_Hickory,Fagus,grandifolia,Fagaceae,0 to 5
CW-OH,1-Jun,FAGGRA,387,5,2.4,"M,L",,387_5,Corning_Woods,Oak_Hickory,Fagus,grandifolia,Fagaceae,0 to 5
CW-OH,1-Jun,FAGGRA,387,6,3.1,"M,L,A",POM at 1.26m,387_6,Corning_Woods,Oak_Hickory,Fagus,grandifolia,Fagaceae,0 to 5
CW-OH,1-Jun,FAGGRA,387,7,3.6,"M,L",slight lean,387_7,Corning_Woods,Oak_Hickory,Fagus,grandifolia,Fagaceae,0 to 5
CW-OH,1-Jun,FAGGRA,387,8,3.9,"M,L",slight lean,387_8,Corning_Woods,Oak_Hickory,Fagus,grandifolia,Fagaceae,0 to 5
CW-OH,1-Jun,FAGGRA,387,9,2.3,"M,L,A","POM at 1.28m, slight lean",387_9,Corning_Woods,Oak_Hickory,Fagus,grandifolia,Fagaceae,0 to 5
CW-OH,1-Jun,FAGGRA,387,10,3,"M,L,A","POM at 1.28m, slight lean",387_10,Corning_Woods,Oak_Hickory,Fagus,grandifolia,Fagaceae,0 to 5
CW-OH,1-Jun,FAGGRA,387,11,3,"M,A",,387_11,Corning_Woods,Oak_Hickory,Fagus,grandifolia,Fagaceae,0 to 5
CW-OH,1-Jun,FAGGRA,387,12,5.6,M,knots near POM,387_12,Corning_Woods,Oak_Hickory,Fagus,grandifolia,Fagaceae,5.1 to 10
CW-OH,1-Jun,FAGGRA,385,1,61.2,M,main stem,385_1,Corning_Woods,Oak_Hickory,Fagus,grandifolia,Fagaceae,>50
CW-OH,1-Jun,FAGGRA,385,2,2.5,"M,W",soft measure used,385_2,Corning_Woods,Oak_Hickory,Fagus,grandifolia,Fagaceae,0 to 5
CW-OH,1-Jun,FAGGRA,385,3,2.1,"M,L",soft measure used,385_3,Corning_Woods,Oak_Hickory,Fagus,grandifolia,Fagaceae,0 to 5
CW-OH,1-Jun,FAGGRA,385,4,3.4,"M,L",,385_4,Corning_Woods,Oak_Hickory,Fagus,grandifolia,Fagaceae,0 to 5
CW-OH,1-Jun,FAGGRA,385,5,2.8,"M,L,A",POM at 1.28m,385_5,Corning_Woods,Oak_Hickory,Fagus,grandifolia,Fagaceae,0 to 5
CW-OH,1-Jun,FAGGRA,385,6,3.5,"M,A","POM at 1.23m, knotty",385_6,Corning_Woods,Oak_Hickory,Fagus,grandifolia,Fagaceae,0 to 5
CW-OH,1-Jun,FAGGRA,346,1,15.6,N/A,,346_1,Corning_Woods,Oak_Hickory,Fagus,grandifolia,Fagaceae,10 to 20
